ID,GENDER,BDATE,EDUC,JOBCAT,SALARY,SALBEGIN,JOBTIME,PREVEXP,MINORITY
238.000,"f",1969-06-15,12.000,1.000,27300.000,11250.000,81.000,5.000,0.000
239.000,"f",1969-09-14,12.000,1.000,27750.000,11225.000,81.000,5.000,0.000
240.000,"f",1961-06-15,16.000,3.000,54375.000,18750.000,81.000,81.000,0.000
241.000,"f",1936-08-27,8.000,1.000,17400.000,10200.000,81.000,390.000,0.000
242.000,"f",1967-11-03,12.000,1.000,40800.000,18000.000,81.000,4.000,0.000
243.000,"f",1969-02-10,12.000,1.000,23100.000,10950.000,81.000,0.000,0.000
244.000,"f",1969-09-15,8.000,1.000,22500.000,10950.000,81.000,5.000,0.000
245.000,"f",1969-03-16,12.000,1.000,26700.000,11550.000,81.000,18.000,0.000
246.000,"f",1968-01-14,12.000,1.000,24900.000,11250.000,81.000,0.000,0.000
247.000,"f",1968-05-13,12.000,1.000,19650.000,10950.000,81.000,11.000,0.000
248.000,"f",1969-04-09,12.000,1.000,22050.000,10950.000,81.000,9.000,0.000
249.000,"f",1969-05-09,12.000,1.000,25500.000,12000.000,81.000,11.000,0.000
250.000,"f",1966-10-10,15.000,1.000,28200.000,12750.000,81.000,19.000,0.000
251.000,"f",1969-01-19,12.000,1.000,23100.000,11250.000,81.000,13.000,0.000
252.000,"m",1969-09-18,12.000,1.000,25500.000,11400.000,81.000,9.000,1.000
253.000,"f",1942-02-21,8.000,1.000,17100.000,10200.000,81.000,0.000,1.000
254.000,"m",1964-02-08,18.000,3.000,68125.000,32490.000,80.000,29.000,0.000
255.000,"m",1932-08-15,12.000,2.000,30600.000,15750.000,80.000,460.000,0.000
256.000,"m",1948-01-03,19.000,3.000,52125.000,27480.000,80.000,221.000,0.000
257.000,"m",1951-09-24,19.000,3.000,61875.000,36750.000,80.000,199.000,0.000
258.000,"m",1969-03-09,8.000,1.000,21300.000,11550.000,80.000,24.000,0.000
259.000,"f",1969-03-15,12.000,1.000,19650.000,11250.000,80.000,5.000,0.000
260.000,"f",1969-02-20,12.000,1.000,22350.000,11250.000,80.000,5.000,0.000
261.000,"f",1969-03-27,12.000,1.000,23400.000,11250.000,80.000,18.000,0.000
262.000,"f",1968-06-20,12.000,1.000,24300.000,10950.000,80.000,8.000,0.000
263.000,"f",1968-10-13,12.000,1.000,28500.000,11250.000,80.000,4.000,0.000
264.000,"f",1969-01-16,12.000,1.000,19950.000,11250.000,80.000,8.000,0.000
265.000,"f",1969-09-24,12.000,1.000,23400.000,11250.000,80.000,0.000,0.000
266.000,"f",1963-10-07,16.000,1.000,34500.000,17250.000,80.000,3.000,0.000
267.000,"f",1969-08-24,12.000,1.000,18150.000,10950.000,80.000,0.000,0.000
268.000,"m",1936-05-16,12.000,1.000,22350.000,15000.000,80.000,272.000,1.000
269.000,"m",1966-03-17,15.000,1.000,40200.000,17250.000,79.000,38.000,0.000
270.000,"m",1947-10-29,15.000,1.000,28650.000,18000.000,79.000,261.000,0.000
271.000,"m",1963-08-24,15.000,1.000,27750.000,16500.000,79.000,55.000,0.000
272.000,"m",1964-06-17,18.000,1.000,66875.000,31980.000,79.000,30.000,0.000
273.000,"m",1939-11-12,12.000,2.000,30000.000,15750.000,79.000,308.000,0.000
274.000,"m",1964-08-04,16.000,3.000,83750.000,21750.000,79.000,12.000,0.000
275.000,"m",1963-01-14,12.000,1.000,33900.000,16500.000,79.000,94.000,0.000
276.000,"m",1965-05-11,16.000,3.000,56500.000,21000.000,79.000,12.000,0.000
277.000,"f",1965-05-20,16.000,3.000,43000.000,17490.000,79.000,20.000,0.000
278.000,"f",1943-06-12,8.000,1.000,20850.000,12000.000,79.000,70.000,0.000
279.000,"f",1969-04-16,12.000,1.000,24450.000,12000.000,79.000,8.000,0.000
280.000,"f",1969-10-20,12.000,1.000,24750.000,10950.000,79.000,5.000,0.000
281.000,"m",1945-02-18,8.000,2.000,34500.000,15750.000,79.000,246.000,1.000
282.000,"m",1963-09-15,14.000,1.000,27900.000,15000.000,79.000,47.000,1.000
283.000,"m",1963-02-25,19.000,3.000,68125.000,32010.000,78.000,35.000,0.000
284.000,"m",1961-10-10,19.000,3.000,73500.000,33000.000,78.000,45.000,0.000
285.000,"m",1930-05-28,8.000,2.000,30750.000,15750.000,78.000,429.000,0.000
286.000,"m",1958-03-07,15.000,3.000,40050.000,25500.000,78.000,133.000,0.000
287.000,"m",1965-01-18,16.000,1.000,40350.000,19500.000,78.000,20.000,0.000
288.000,"m",1955-01-22,15.000,3.000,38700.000,23730.000,78.000,176.000,0.000
289.000,"m",1964-10-27,17.000,3.000,65000.000,30750.000,78.000,26.000,0.000
290.000,"m",1954-04-05,18.000,3.000,51450.000,36240.000,78.000,149.000,0.000
291.000,"m",1934-09-23,12.000,2.000,35250.000,15750.000,78.000,387.000,0.000
292.000,"m",1963-05-07,14.000,1.000,25950.000,15000.000,78.000,53.000,0.000
293.000,"m",1965-09-19,15.000,1.000,25050.000,14250.000,78.000,24.000,0.000
294.000,"m",1968-10-10,12.000,1.000,26700.000,12750.000,78.000,25.000,0.000
295.000,"m",1932-08-20,8.000,1.000,24000.000,15750.000,78.000,476.000,0.000
296.000,"m",1964-02-12,12.000,1.000,26850.000,15000.000,78.000,48.000,0.000
297.000,"f",1942-04-16,12.000,1.000,23400.000,15300.000,78.000,209.000,0.000
298.000,"f",1966-08-24,12.000,1.000,24600.000,13500.000,78.000,47.000,0.000
299.000,"f",1965-05-11,15.000,1.000,32550.000,18000.000,78.000,6.000,0.000
300.000,"m",1960-05-26,16.000,1.000,26550.000,15000.000,78.000,105.000,1.000
301.000,"m",1968-08-04,12.000,1.000,31500.000,13500.000,78.000,7.000,1.000
302.000,"m",1939-09-28,8.000,1.000,22350.000,15000.000,78.000,320.000,1.000
303.000,"m",1938-02-10,12.000,2.000,35250.000,15750.000,78.000,281.000,1.000
304.000,"f",1945-09-28,15.000,1.000,25800.000,13500.000,78.000,51.000,1.000
305.000,"m",1941-10-25,12.000,2.000,30750.000,15750.000,77.000,317.000,0.000
306.000,"m",1966-04-05,15.000,1.000,30750.000,16500.000,77.000,41.000,0.000
307.000,"m",1945-07-24,16.000,3.000,50000.000,32490.000,77.000,264.000,0.000
308.000,"m",1963-02-01,15.000,1.000,34500.000,18000.000,77.000,63.000,0.000
309.000,"m",1964-07-19,15.000,1.000,26250.000,15750.000,77.000,38.000,0.000
310.000,"m",1964-03-23,16.000,1.000,44875.000,21240.000,77.000,22.000,0.000
311.000,"f",1951-02-15,12.000,1.000,22500.000,12000.000,77.000,63.000,0.000
312.000,"f",1963-03-12,12.000,1.000,25650.000,14250.000,77.000,64.000,0.000
313.000,"f",1969-10-25,12.000,1.000,21300.000,11250.000,77.000,0.000,0.000
314.000,"f",1966-11-24,12.000,1.000,29850.000,13500.000,77.000,38.000,0.000
315.000,"f",1969-09-19,12.000,1.000,34500.000,12150.000,77.000,4.000,0.000
316.000,"m",1960-01-14,15.000,1.000,27750.000,15000.000,77.000,52.000,1.000
317.000,"m",1969-02-27,12.000,1.000,27750.000,11550.000,77.000,12.000,1.000
318.000,"m",1961-02-19,16.000,3.000,48750.000,21990.000,76.000,61.000,0.000
319.000,"m",1966-03-02,15.000,1.000,43410.000,15750.000,76.000,12.000,0.000
320.000,"m",1936-11-10,12.000,1.000,22050.000,15000.000,76.000,385.000,0.000
321.000,"f",1953-10-26,12.000,1.000,22050.000,12000.000,76.000,6.000,0.000
322.000,"f",1938-03-02,12.000,1.000,22500.000,14250.000,76.000,90.000,0.000
323.000,"f",1967-05-13,15.000,1.000,25500.000,12000.000,76.000,7.000,0.000
324.000,"f",1966-10-14,12.000,1.000,29160.000,15000.000,76.000,22.000,0.000
325.000,"f",1934-11-04,8.000,1.000,16800.000,10200.000,76.000,76.000,0.000
326.000,"m",1958-07-24,8.000,2.000,29550.000,15750.000,76.000,144.000,1.000
327.000,"m",1965-03-02,12.000,1.000,26700.000,15750.000,76.000,18.000,1.000
328.000,"m",1952-10-25,18.000,3.000,55000.000,32490.000,75.000,125.000,0.000
329.000,"m",1958-08-24,18.000,3.000,62500.000,34980.000,75.000,74.000,0.000
330.000,"m",1959-05-09,15.000,1.000,27300.000,17250.000,75.000,132.000,0.000
331.000,"f",1942-02-04,12.000,1.000,24450.000,12000.000,75.000,144.000,0.000
332.000,"f",1964-05-10,16.000,1.000,33000.000,18000.000,75.000,26.000,0.000
333.000,"f",1965-01-26,15.000,1.000,37050.000,18000.000,75.000,5.000,0.000
334.000,"f",1966-05-09,12.000,1.000,24450.000,10950.000,75.000,32.000,1.000
335.000,"m",1930-02-26,8.000,2.000,31950.000,15750.000,74.000,408.000,0.000
336.000,"m",1964-01-10,16.000,3.000,47250.000,21240.000,74.000,45.000,0.000
337.000,"f",1970-01-27,12.000,1.000,26100.000,11550.000,74.000,2.000,0.000
338.000,"f",1938-08-12,8.000,1.000,15900.000,10200.000,74.000,43.000,0.000
339.000,"f",1942-11-07,8.000,1.000,23700.000,10650.000,74.000,281.000,0.000
340.000,"f",1934-05-06,8.000,1.000,21750.000,12450.000,74.000,318.000,0.000
341.000,"m",1945-01-20,12.000,3.000,59400.000,33750.000,74.000,272.000,1.000
342.000,"f",1948-06-01,12.000,1.000,24450.000,14250.000,74.000,117.000,1.000
343.000,"m",1953-06-09,16.000,3.000,103500.000,60000.000,73.000,150.000,0.000
344.000,"m",1963-10-13,12.000,1.000,35700.000,16500.000,73.000,72.000,0.000
345.000,"f",1969-05-05,12.000,1.000,22200.000,16500.000,73.000,7.000,0.000
346.000,"f",1968-08-16,15.000,1.000,22950.000,13950.000,73.000,22.000,0.000
347.000,"f",1944-08-10,12.000,1.000,23100.000,12000.000,73.000,228.000,0.000
348.000,"f",1962-06-11,16.000,3.000,56750.000,30000.000,73.000,15.000,0.000
349.000,"f",1938-03-22,17.000,1.000,29100.000,12750.000,73.000,375.000,0.000
350.000,"f",1939-04-21,12.000,1.000,37650.000,15750.000,73.000,132.000,0.000
351.000,"f",1966-01-27,12.000,1.000,27900.000,13500.000,73.000,32.000,0.000
352.000,"f",1933-11-26,8.000,1.000,21150.000,12000.000,73.000,159.000,0.000
353.000,"m",1955-03-10,12.000,2.000,31200.000,15750.000,73.000,155.000,1.000
354.000,"f",1946-05-08,12.000,1.000,20550.000,11250.000,73.000,154.000,1.000
355.000,"m",1961-05-19,15.000,1.000,25950.000,17250.000,72.000,83.000,0.000
356.000,"m",1965-11-10,15.000,1.000,28350.000,15000.000,72.000,48.000,0.000
357.000,"f",1932-01-18,8.000,1.000,17700.000,10200.000,72.000,184.000,0.000
358.000,"f",1944-04-11,15.000,1.000,23550.000,13500.000,72.000,49.000,0.000
359.000,"f",1941-06-12,12.000,1.000,19950.000,10200.000,72.000,56.000,0.000
360.000,"f",1968-08-11,12.000,1.000,29400.000,15300.000,72.000,30.000,0.000
361.000,"f",1966-06-09,12.000,1.000,28800.000,13950.000,72.000,18.000,0.000
362.000,"f",1937-04-08,8.000,1.000,16950.000,10200.000,72.000,319.000,0.000
363.000,"m",1954-06-03,16.000,1.000,35700.000,18000.000,72.000,138.000,1.000
364.000,"f",1947-03-26,12.000,1.000,17400.000,10200.000,72.000,116.000,1.000
365.000,"f",1948-10-16,8.000,1.000,21450.000,10200.000,72.000,194.000,1.000
366.000,"f",1961-03-21,12.000,1.000,24750.000,12000.000,72.000,68.000,1.000
367.000,"f",1942-05-22,12.000,1.000,16950.000,10200.000,72.000,271.000,1.000
368.000,"f",1943-07-20,12.000,1.000,26100.000,13500.000,72.000,169.000,1.000
369.000,"m",1967-11-14,14.000,1.000,28050.000,15000.000,71.000,15.000,0.000
370.000,"f",1963-01-20,16.000,1.000,36600.000,18000.000,71.000,12.000,0.000
371.000,"f",1966-04-05,16.000,3.000,58125.000,18000.000,71.000,11.000,0.000
372.000,"m",1935-08-22,15.000,1.000,21300.000,15750.000,70.000,372.000,0.000
373.000,"m",1949-10-29,12.000,1.000,22500.000,16500.000,70.000,216.000,0.000
374.000,"m",1967-07-26,15.000,1.000,29400.000,15750.000,70.000,15.000,0.000
375.000,"m",1966-10-08,12.000,1.000,27450.000,14700.000,70.000,41.000,0.000
376.000,"m",1964-10-09,15.000,1.000,29850.000,15750.000,70.000,48.000,0.000
377.000,"m",1965-11-29,15.000,1.000,25350.000,15750.000,70.000,56.000,0.000
378.000,"f",1930-09-21,8.000,1.000,15750.000,10200.000,70.000,275.000,0.000
379.000,"f",1938-05-12,8.000,1.000,19650.000,13050.000,70.000,102.000,0.000
380.000,"f",1941-02-22,12.000,1.000,21000.000,13500.000,70.000,82.000,0.000
381.000,"m",1946-07-15,17.000,1.000,27000.000,18000.000,70.000,192.000,1.000
382.000,"m",1959-10-20,12.000,1.000,24000.000,15750.000,70.000,120.000,1.000
383.000,"m",1961-06-03,17.000,3.000,78500.000,28740.000,70.000,67.000,1.000
384.000,"f",1955-11-11,12.000,1.000,20850.000,13050.000,70.000,127.000,1.000
385.000,"m",1930-10-01,12.000,2.000,30000.000,15750.000,69.000,348.000,0.000
386.000,"m",1934-08-18,8.000,2.000,28500.000,15750.000,69.000,174.000,0.000
387.000,"m",1965-02-03,19.000,3.000,65000.000,31980.000,69.000,74.000,0.000
388.000,"m",1959-01-02,14.000,1.000,30150.000,16500.000,69.000,110.000,0.000
389.000,"m",1959-04-15,19.000,3.000,66875.000,32490.000,69.000,81.000,0.000
390.000,"f",1968-11-09,15.000,1.000,24150.000,13500.000,69.000,7.000,0.000
391.000,"f",1969-01-12,12.000,1.000,24450.000,12450.000,69.000,12.000,0.000
392.000,"f",1970-05-12,12.000,1.000,21600.000,12000.000,69.000,0.000,0.000
393.000,"f",1969-06-24,12.000,1.000,27900.000,12450.000,69.000,0.000,0.000
394.000,"f",1970-02-04,8.000,1.000,29100.000,12450.000,69.000,17.000,0.000
395.000,"f",1970-03-09,12.000,1.000,22650.000,11250.000,69.000,2.000,0.000
396.000,"f",1970-08-17,12.000,1.000,20850.000,11250.000,69.000,0.000,0.000
397.000,"f",1970-01-17,12.000,1.000,22950.000,12300.000,69.000,5.000,0.000
398.000,"f",1970-11-21,12.000,1.000,30600.000,12450.000,69.000,5.000,0.000
399.000,"f",1970-02-06,12.000,1.000,20400.000,11250.000,69.000,0.000,0.000
400.000,"f",1969-08-06,12.000,1.000,23850.000,12750.000,69.000,20.000,0.000
401.000,"f",1970-03-14,12.000,1.000,22800.000,11250.000,69.000,0.000,0.000
402.000,"f",1970-02-07,12.000,1.000,20700.000,11250.000,69.000,2.000,0.000
403.000,"f",1970-04-28,12.000,1.000,21300.000,11250.000,69.000,3.000,1.000
404.000,"f",1953-05-01,12.000,1.000,24300.000,15000.000,69.000,121.000,1.000
405.000,"f",1944-07-12,12.000,1.000,19650.000,13950.000,69.000,133.000,1.000
406.000,"m",1965-10-05,17.000,3.000,60000.000,32490.000,68.000,17.000,0.000
407.000,"m",1965-09-06,15.000,1.000,30300.000,15750.000,68.000,55.000,0.000
408.000,"m",1964-02-12,19.000,3.000,61250.000,33000.000,68.000,9.000,0.000
409.000,"m",1962-11-21,19.000,1.000,36000.000,19500.000,68.000,21.000,0.000
410.000,"f",1942-01-09,8.000,1.000,25200.000,18750.000,68.000,344.000,0.000
411.000,"f",1931-08-21,12.000,1.000,16200.000,10200.000,68.000,180.000,0.000
412.000,"f",1970-06-16,12.000,1.000,22800.000,11250.000,68.000,2.000,0.000
413.000,"f",1966-03-13,16.000,3.000,43500.000,19500.000,68.000,11.000,0.000
414.000,"m",1961-01-08,8.000,2.000,30300.000,15750.000,68.000,155.000,1.000
415.000,"m",1963-05-02,15.000,1.000,31950.000,15750.000,68.000,70.000,1.000
416.000,"m",1965-01-16,15.000,1.000,35250.000,13500.000,67.000,6.000,0.000
417.000,"m",1967-07-22,15.000,1.000,37800.000,15000.000,67.000,36.000,0.000
418.000,"m",1965-06-05,15.000,1.000,31200.000,15750.000,67.000,46.000,0.000
419.000,"m",1964-10-20,15.000,1.000,29400.000,16500.000,67.000,68.000,0.000
420.000,"m",1957-07-16,19.000,3.000,70000.000,35040.000,67.000,75.000,0.000
421.000,"m",1961-11-01,15.000,1.000,33900.000,15750.000,67.000,96.000,0.000
422.000,"m",1963-07-20,15.000,1.000,27150.000,16500.000,67.000,78.000,0.000
423.000,"f",1936-04-26,12.000,1.000,22200.000,13800.000,67.000,196.000,0.000
424.000,"f",1966-07-06,15.000,1.000,31350.000,11100.000,67.000,47.000,0.000
425.000,"f",1942-01-26,12.000,1.000,20850.000,13500.000,67.000,181.000,0.000
426.000,"m",1952-10-27,16.000,1.000,33300.000,17490.000,67.000,120.000,1.000
427.000,"m",1942-04-21,8.000,1.000,26250.000,16050.000,67.000,97.000,1.000
428.000,"m",1964-02-28,15.000,1.000,31950.000,15750.000,67.000,58.000,1.000
429.000,"m",1946-08-13,8.000,2.000,30000.000,15750.000,67.000,305.000,1.000
430.000,"m",1956-04-29,19.000,3.000,66250.000,34980.000,67.000,99.000,1.000
431.000,"m",1959-01-15,18.000,3.000,86250.000,45000.000,66.000,50.000,0.000
432.000,"m",1964-03-12,12.000,1.000,30750.000,15000.000,66.000,56.000,0.000
433.000,"m",1966-11-15,12.000,1.000,33540.000,15750.000,66.000,47.000,0.000
434.000,"m",,16.000,1.000,34950.000,20250.000,66.000,55.000,0.000
435.000,"m",1964-05-24,15.000,1.000,40350.000,16500.000,66.000,80.000,0.000
436.000,"m",1965-05-27,12.000,1.000,30270.000,15750.000,66.000,80.000,0.000
437.000,"m",1933-09-04,8.000,1.000,26250.000,16050.000,66.000,264.000,0.000
438.000,"m",1964-10-11,15.000,1.000,32400.000,15000.000,66.000,64.000,0.000
439.000,"f",1970-06-25,12.000,1.000,20400.000,11250.000,66.000,0.000,0.000
440.000,"f",1947-11-10,8.000,1.000,24150.000,12750.000,66.000,96.000,0.000
441.000,"f",1949-08-02,15.000,1.000,23850.000,13500.000,66.000,122.000,0.000
442.000,"f",1968-09-18,12.000,1.000,29700.000,13500.000,66.000,26.000,0.000
443.000,"f",1929-02-10,8.000,1.000,21600.000,13500.000,66.000,228.000,0.000
444.000,"f",1961-09-16,12.000,1.000,24450.000,15750.000,66.000,87.000,0.000
445.000,"m",1963-08-04,15.000,1.000,28050.000,16500.000,66.000,84.000,1.000
446.000,"m",1958-08-03,16.000,3.000,100000.000,44100.000,66.000,128.000,1.000
447.000,"m",1961-07-02,15.000,1.000,49000.000,20550.000,66.000,86.000,1.000
448.000,"f",1933-06-05,12.000,1.000,16350.000,10200.000,66.000,163.000,1.000
449.000,"m",1966-01-02,16.000,3.000,70000.000,21750.000,65.000,19.000,0.000
450.000,"m",1954-07-21,19.000,3.000,55000.000,34980.000,65.000,129.000,0.000
451.000,"m",1969-07-19,15.000,1.000,28500.000,14250.000,65.000,20.000,0.000
452.000,"m",1953-08-13,12.000,1.000,28800.000,18000.000,65.000,210.000,0.000
453.000,"m",1930-08-07,15.000,1.000,24450.000,15750.000,65.000,338.000,0.000
454.000,"m",1965-07-28,19.000,3.000,90625.000,31250.000,65.000,18.000,0.000
455.000,"m",1964-01-17,16.000,3.000,43650.000,19500.000,65.000,19.000,0.000
456.000,"m",1959-10-17,19.000,3.000,75000.000,42510.000,65.000,54.000,0.000
457.000,"m",1968-05-27,15.000,1.000,31650.000,14250.000,65.000,10.000,0.000
458.000,"m",1965-07-06,19.000,3.000,61875.000,28740.000,65.000,26.000,0.000
459.000,"f",1971-02-10,12.000,1.000,21750.000,11250.000,65.000,0.000,0.000
460.000,"f",1969-08-12,12.000,1.000,22500.000,12750.000,65.000,24.000,0.000
461.000,"f",1943-11-08,8.000,1.000,21600.000,13500.000,65.000,173.000,0.000
462.000,"f",1963-10-18,16.000,3.000,34410.000,19500.000,65.000,79.000,0.000
463.000,"f",1934-10-15,15.000,1.000,20700.000,14250.000,65.000,241.000,0.000
464.000,"m",1962-03-20,19.000,3.000,47550.000,33000.000,64.000,27.000,0.000
465.000,"m",1962-07-20,12.000,1.000,33900.000,16500.000,64.000,106.000,0.000
466.000,"f",1948-06-15,12.000,1.000,23400.000,13500.000,64.000,198.000,0.000
467.000,"f",1967-08-18,16.000,1.000,32850.000,19500.000,64.000,20.000,0.000
468.000,"f",1965-11-28,16.000,3.000,55750.000,19980.000,64.000,36.000,0.000
469.000,"f",1964-06-01,15.000,1.000,25200.000,13950.000,64.000,57.000,0.000
470.000,"m",1964-01-22,12.000,1.000,26250.000,15750.000,64.000,69.000,1.000
471.000,"m",1966-08-03,15.000,1.000,26400.000,15750.000,64.000,32.000,1.000
472.000,"m",1966-02-21,15.000,1.000,39150.000,15750.000,63.000,46.000,0.000
473.000,"f",1937-11-25,12.000,1.000,21450.000,12750.000,63.000,139.000,0.000
474.000,"f",1968-11-05,12.000,1.000,29400.000,14250.000,63.000,9.000,0.000
